year,state,fungicide (lb/acre),herbicide (lb/acre),insecticide (lb/acre),other chemicals (lb/acre),fertilizer (lb/acre),april-nov-avg-temp,april-nov-precipitation,april-nov-pdsi,april-avg-temp,may-avg-temp,june-avg-temp,july-avg-temp,august-avg-temp,september-avg-temp,october-avg-temp,november-avg-temp,april-precipitation,may-precipitation,june-precipitation,july-precipitation,august-precipitation,september-precipitation,october-precipitation,november-precipitation,april-pdsi,may-pdsi,june-pdsi,july-pdsi,august-pdsi,september-pdsi,october-pdsi,november-pdsi,population-density,price-received,grain-yield,silage-yield,subsoil-score-april,subsoil-score-may,subsoil-score-june,subsoil-score-july,subsoil-score-august,subsoil-score-september,subsoil-score-october,topsoil-score-april,topsoil-score-may,topsoil-score-june,topsoil-score-july,topsoil-score-august,topsoil-score-september,topsoil-score-october,april-nov-subsoil-score,april-nov-topsoil-score
2012,minnesota,,,,,,55.4,21.76,-2.858571428571428,45.5,58.3,66.8,74.3,66.7,57.3,43.2,31.0,2.76,5.96,4.36,3.28,2.04,0.61,1.88,0.87,-4.0,-2.18,-1.92,-2.0,-2.71,-3.77,-3.57,-3.86,61.85596893708843,6.67,165.0,18.0,216.5,,,,,,160.5,256.75,298.75,307.5,247.4,232.25,194.2,179.75,,
2012,missouri,,,,,,66.2,21.58,-3.4400000000000004,59.0,69.5,74.8,83.6,76.2,67.0,54.3,45.1,3.74,2.16,1.9,1.7,2.44,4.9,3.17,1.57,-1.0,-2.03,-2.82,-3.9,-4.31,-3.76,-3.44,-3.82,86.44795880585289,7.34,75.0,8.0,288.0,,190.25,127.8,112.75,144.0,167.75,299.0,250.5,171.75,119.4,114.25,203.6,230.5,,190.75
2012,nebraska,,,,,,61.8,10.57,-4.871428571428571,53.5,62.3,73.4,80.0,73.0,64.0,48.2,40.0,3.13,2.04,1.65,1.03,1.06,0.49,0.88,0.29,-1.1,-2.01,-3.28,-4.77,-5.7,-6.33,-5.95,-6.06,23.965655911912695,6.85,142.0,10.0,246.5,249.5,219.75,166.2,137.0,126.8,124.0,262.25,257.25,221.5,161.0,136.25,130.4,134.5,181.3928571428571,184.41428571428577
2013,illinois,,,,,,61.7,30.94,0.1785714285714286,50.2,63.9,71.5,73.1,72.8,68.6,54.5,38.8,6.93,6.57,5.33,3.16,1.44,1.69,3.33,2.49,2.26,2.86,3.1,-0.02,-0.74,-1.44,-1.2,-1.31,222.67289779334888,4.52,178.0,19.0,298.5,326.25,324.6,295.25,257.0,211.25,208.0,337.5,342.5,334.0,289.5,244.25,198.0,217.5,274.40714285714284,284.1928571428571
2013,indiana,,,,,,61.3,31.53,0.3071428571428572,50.8,64.4,70.8,72.3,71.5,66.9,54.3,39.2,6.38,3.71,6.24,3.21,1.84,2.99,4.12,3.04,1.44,0.98,1.79,-0.11,-0.7,-0.78,0.45,0.52,180.413404339153,4.47,177.0,23.0,313.25,318.25,314.2,304.5,271.5,227.99999999999997,264.5,340.0,332.5,323.79999999999995,305.0,267.25,224.8,284.0,287.74285714285713,297.1928571428571
2013,iowa,,,,,,58.4,29.51,-0.2914285714285715,43.8,59.0,68.9,72.3,71.9,67.0,50.5,33.9,6.43,8.65,4.89,1.74,1.49,1.94,2.78,1.59,1.9,3.75,3.52,-0.68,-1.65,-2.46,-2.2,-2.32,54.980993485130746,4.49,164.0,19.0,218.25,294.5,332.4,280.0,227.5,179.6,203.5,281.5,332.25,346.4,257.25,210.25,176.4,226.0,247.96428571428572,260.50714285714287
2013,minnesota,,,,,,52.7,23.77,0.3657142857142857,34.0,53.2,63.9,69.0,67.8,61.5,44.9,27.6,3.05,4.39,5.22,2.86,1.84,2.45,3.34,0.62,1.43,2.15,2.61,-0.2,-1.18,-1.59,0.63,0.14,62.28412381868328,4.3,159.0,16.5,221.25,266.0,312.40000000000003,291.25,253.5,216.4,269.0,289.25,308.0,331.20000000000005,288.75,242.0,215.8,298.5,261.40000000000003,278.7142857142857
2013,missouri,,,,,,63.3,33.21,1.16,52.1,63.4,73.0,75.0,74.6,70.7,55.9,41.8,6.21,6.84,4.46,3.07,4.08,2.5,3.61,2.44,2.01,2.6,2.33,2.11,2.18,-0.46,-0.28,-0.36,86.69129164808292,4.57,136.0,14.0,273.0,302.25,314.0,264.25,258.75,205.0,209.0,326.25,331.75,331.8,245.75,253.0,197.8,230.0,260.89285714285717,274.7642857142857
2013,nebraska,,,,,,58.7,21.07,-2.9014285714285712,42.5,58.5,68.8,73.2,73.8,68.0,48.8,36.0,2.77,4.86,2.43,2.11,3.0,2.32,2.8,0.78,-4.24,-3.28,-3.6,-3.71,-3.29,-3.13,-1.76,-1.54,24.12237657407495,4.47,169.0,16.0,155.0,186.25,220.6,199.25,207.25,196.8,227.0,227.75,255.5,264.79999999999995,216.75,239.25,217.8,262.5,198.87857142857143,237.55
2014,illinois,0.3429999999999999,9.916,0.205,0.0,386.0,60.9,33.99,1.8357142857142856,52.4,63.7,73.0,70.3,73.8,64.7,54.3,34.6,5.15,3.29,6.77,3.29,5.19,4.11,4.33,1.86,0.56,0.15,1.13,1.17,1.96,2.36,3.04,3.04,222.48838138915676,3.71,200.0,22.0,269.5,277.75,287.59999999999997,289.5,278.6,292.0,300.75,303.75,305.5,307.0,301.25,286.8,304.5,316.75,285.09999999999997,301.15000000000003
2014,indiana,0.098,10.735,0.053,0.0,357.0,60.4,34.16,2.1128571428571425,52.4,62.9,72.6,69.1,72.4,64.0,53.8,35.6,5.73,4.23,5.61,3.36,4.96,3.48,4.13,2.66,1.22,1.05,1.5,1.46,2.18,2.38,3.01,3.21,181.11204009934224,3.75,188.0,22.0,330.5,314.5,311.0,302.75,286.79999999999995,300.0,309.75,345.0,327.0,318.6,302.25,288.0,309.25,324.5,307.90000000000003,314.5285714285714
2014,iowa,0.304,10.074,0.087,0.0,307.0,57.5,34.85,2.6385714285714283,47.5,60.0,70.2,68.8,71.2,62.0,51.2,29.3,4.65,3.04,9.66,3.3,5.92,4.35,3.17,0.76,0.83,0.4,2.39,2.27,3.01,3.36,3.69,3.35,55.27790419564973,3.71,178.0,20.0,231.25,261.5,285.20000000000005,305.75,277.8,298.75,304.75,274.5,297.75,306.4,313.5,278.6,310.5,313.0,280.7142857142857,297.42857142857144
2014,minnesota,0.0,7.49,0.0,0.0,319.0,52.2,25.86,0.42,38.4,54.3,65.0,66.7,67.1,58.5,46.2,21.4,3.7,3.51,8.07,2.5,3.72,2.36,1.19,0.81,1.79,1.88,3.83,-0.29,-0.12,-0.38,-0.8,-1.18,62.720572173751606,3.58,156.0,18.0,289.25,310.0,331.0,314.75,283.59999999999997,294.5,290.75,322.5,329.5,339.4,310.0,274.0,300.25,290.5,301.9785714285714,307.62857142857143
2014,missouri,0.137,8.987,0.206,,337.0,63.3,33.1,0.7485714285714286,55.1,65.3,73.7,72.6,76.6,67.1,57.8,37.8,5.09,3.19,6.1,2.59,4.34,3.85,6.23,1.71,0.5,-0.56,0.47,0.37,0.69,0.76,1.8,1.71,86.92284661839508,3.54,186.0,18.0,241.0,249.0,267.0,268.0,254.2,271.75,287.75,284.5,277.25,291.8,281.0,264.8,286.25,308.5,262.6714285714286,281.3357142857143
2014,nebraska,0.278,9.681,0.076,0.0,250.0,58.3,22.5,1.5214285714285711,48.3,58.5,68.1,71.2,72.2,62.9,53.2,32.2,1.99,2.63,7.23,1.72,4.7,2.57,1.34,0.32,-1.99,-2.3,1.66,1.28,2.6,2.76,2.53,2.12,24.305213037059485,3.77,179.0,21.0,222.5,231.5,254.2,260.75,248.4,261.25,264.5,231.0,250.5,279.59999999999997,269.25,258.2,276.5,275.75,249.01428571428573,260.18571428571425
2015,illinois,,,,,,63.7,36.85,3.005714285714286,54.3,64.9,71.7,74.2,71.8,70.4,56.0,46.6,3.41,5.39,9.44,5.21,3.02,3.42,1.44,5.52,1.19,1.41,3.4,3.82,3.56,3.24,2.47,3.14,222.04794905510025,3.69,175.0,20.0,302.5,299.0,330.5,339.75,300.2,278.75,261.75,314.25,311.0,345.0,342.25,292.40000000000003,276.5,250.25,301.7785714285714,307.1714285714285
2015,indiana,,,,,,62.9,35.02,2.9757142857142855,52.9,65.0,71.0,72.9,70.6,68.8,55.6,46.6,4.79,3.98,9.07,6.23,2.57,2.39,2.42,3.57,1.96,1.52,3.43,4.23,3.69,3.02,2.58,2.36,181.5355214438399,3.92,150.0,17.0,332.0,313.4,334.25,350.75,301.2,264.5,248.75,343.75,317.79999999999995,342.25,350.75,294.2,257.0,245.75,306.4071428571429,309.8785714285714
2015,iowa,,,,,,60.6,35.61,3.2814285714285707,51.1,60.0,69.4,72.0,68.9,68.4,53.0,42.0,3.37,5.06,6.38,5.5,5.28,4.18,1.76,4.08,1.65,1.98,2.52,3.18,3.78,3.8,3.4,4.31,55.4893384567076,3.52,192.0,24.0,279.75,297.8,317.0,315.0,302.8,306.25,292.75,287.5,310.00000000000006,324.0,315.75,303.6,308.25,285.5,301.62142857142857,305.9857142857143
2015,minnesota,,,,,,55.9,25.99,1.2771428571428574,44.6,54.2,64.7,69.5,65.9,63.8,47.9,36.5,1.39,5.3,3.8,4.07,3.89,2.71,2.15,2.68,-2.77,1.31,1.04,1.34,1.54,1.08,1.0,1.63,63.08103344731395,3.37,188.0,21.5,257.0,277.40000000000003,303.5,300.5,292.59999999999997,287.25,277.0,262.0,292.20000000000005,310.5,305.0,293.59999999999997,291.0,273.25,285.0357142857143,290.7
2015,missouri,,,,,,65.7,41.72,2.8485714285714288,57.7,64.8,74.3,77.4,73.4,71.6,57.7,48.9,3.53,7.3,7.36,7.93,3.96,2.18,1.56,7.9,0.64,1.46,2.17,3.67,3.8,3.06,2.23,3.55,87.15640999561163,3.69,142.0,14.0,299.25,306.8,331.0,335.5,317.20000000000005,287.0,249.75,324.0,332.4,357.75,346.0,312.0,269.5,222.5,303.7857142857143,314.9785714285714
2015,nebraska,,,,,,60.5,25.34,3.0585714285714287,50.5,56.2,69.8,73.3,70.9,68.6,54.3,40.1,2.64,5.89,4.73,3.33,2.83,2.54,1.43,1.95,0.76,2.05,2.51,3.09,3.5,3.44,3.18,3.64,24.461700984164903,3.57,185.0,20.0,248.0,272.2,292.5,278.0,268.0,263.75,262.5,250.5,287.0,302.5,276.75,265.6,260.75,259.25,269.2785714285714,272.3285714285715
2016,illinois,0.266,9.591,0.245,0.0,392.0,65.0,32.82,2.712857142857142,53.0,62.0,74.8,75.6,75.7,70.8,59.9,48.1,3.3,4.34,3.13,6.9,6.77,3.42,2.38,2.58,2.18,2.06,1.36,2.48,3.71,3.5,3.07,2.81,221.3939397602115,3.43,197.0,21.0,308.6666666666667,314.6,289.5,291.6,304.5,306.5,300.4,312.0,322.59999999999997,283.75,295.59999999999997,310.5,309.75,304.4,302.252380952381,304.0285714285714
2016,indiana,0.142,11.591,0.0,0.0,358.0,64.0,32.44,2.392857142857143,52.0,60.6,72.9,74.6,75.7,69.9,59.5,47.0,4.17,3.53,4.28,5.13,6.48,3.66,2.61,2.58,2.1,1.7,1.53,1.94,3.15,3.11,2.82,2.5,182.2619444776226,3.63,173.0,22.0,319.0,321.8,284.25,283.0,284.0,297.75,295.20000000000005,326.66666666666663,332.0,279.5,287.40000000000003,289.75,303.5,299.4,297.85714285714283,299.90238095238095
2016,iowa,0.296,10.29,0.208,0.0,338.0,61.9,32.83,3.9228571428571426,50.1,59.5,73.0,72.8,72.0,67.3,55.3,45.1,3.19,4.36,3.7,5.92,6.14,6.12,2.01,1.39,3.96,3.78,2.85,3.5,4.17,4.89,4.4,3.87,55.678932685252434,3.3,203.0,24.0,306.0,313.0,295.25,284.4,295.5,305.75,309.79999999999995,301.3333333333333,314.8,286.0,283.2,299.5,311.5,306.6,301.38571428571424,299.2619047619047
2016,minnesota,0.0,6.822,0.07,,296.0,56.4,28.72,3.1128571428571425,42.5,56.7,65.6,69.3,68.1,60.7,48.2,40.2,2.15,2.53,4.15,6.07,5.31,4.62,2.17,1.72,2.27,1.57,1.33,2.65,3.52,4.28,4.26,4.18,63.55676364969426,3.21,193.0,21.5,295.66666666666663,296.00000000000006,304.25,302.4,313.25,324.25,323.4,293.6666666666667,293.0,307.0,309.59999999999997,319.5,332.0,326.4,308.45952380952383,310.43095238095236
2016,missouri,0.0,9.048,0.045,,328.0,67.1,33.26,1.6314285714285712,57.3,62.7,76.9,78.1,76.7,71.7,62.1,51.0,3.71,5.78,2.43,6.56,6.61,4.39,2.29,1.49,2.36,2.58,1.5,2.28,3.18,3.11,-0.34,-0.89,87.38555487763853,3.4,163.0,15.0,275.0,292.40000000000003,274.75,283.20000000000005,296.25,296.5,286.6,274.33333333333337,302.40000000000003,265.5,288.0,301.0,299.0,281.20000000000005,286.3857142857143,286.53333333333336
2016,nebraska,0.0,10.481,0.077,0.0,218.0,61.4,22.14,3.75,49.9,57.2,73.3,74.2,71.8,65.0,55.4,44.3,5.2,4.39,2.2,3.55,2.57,2.21,1.16,0.86,5.0,5.36,4.03,4.15,3.91,3.55,2.94,2.31,24.648183316373142,3.32,178.0,19.5,282.66666666666663,307.0,292.5,272.79999999999995,260.0,260.75,262.2,277.66666666666663,314.4,277.5,262.80000000000007,256.0,263.0,260.4,276.84523809523813,271.1952380952381
2017,illinois,,,,,,63.3,30.54,-0.0757142857142857,56.5,61.9,72.7,76.1,70.5,68.8,58.1,41.9,6.88,5.17,3.19,4.81,2.4,0.83,5.0,2.26,2.25,2.43,-0.36,0.42,-0.27,-1.35,-0.62,-0.78,220.6718980273183,3.41,201.0,17.0,312.0,331.75,290.25,269.8,254.75,219.5,230.8,324.25,340.0,280.25,264.4,248.5,209.25,244.2,272.6928571428571,277.2
2017,indiana,,,,,,62.6,35.21,2.4214285714285713,57.0,60.9,71.1,74.2,70.0,67.2,57.6,42.4,4.83,6.9,4.37,6.07,2.26,2.03,4.32,4.43,1.54,2.41,2.3,3.07,2.53,1.84,2.16,2.64,182.9255990257979,3.56,180.0,21.0,317.75,345.75,302.5,307.6,276.25,249.25,255.00000000000003,329.0,354.25,297.75,311.79999999999995,270.25,243.5,266.79999999999995,293.4428571428571,302.1857142857143
2017,iowa,,,,,,59.9,26.85,2.0914285714285716,51.1,58.5,71.1,74.7,67.8,66.7,53.3,36.2,3.8,4.8,3.5,2.94,3.83,2.31,5.26,0.41,3.53,3.64,2.74,2.06,1.89,1.01,1.99,1.31,55.86595018091331,3.31,202.0,21.0,317.0,320.25,288.5,253.6,226.0,228.5,261.20000000000005,324.75,322.0,272.5,242.4,227.0,235.0,284.6,270.7214285714286,270.9857142857143
2017,minnesota,,,,,,53.9,24.83,3.057142857142857,44.4,53.6,65.0,69.2,64.0,60.8,47.1,27.4,2.5,3.21,3.76,2.64,5.23,3.72,3.26,0.51,3.56,3.35,2.83,2.15,3.01,3.13,3.67,3.26,64.0619983728228,3.18,194.0,21.5,317.25,315.0,304.0,289.2,284.25,284.25,304.59999999999997,318.75,314.25,294.5,282.2,286.25,287.0,317.4,299.79285714285714,298.0285714285714
2017,missouri,,,,,,65.3,34.11,0.7771428571428572,58.5,64.1,73.5,78.8,72.1,70.4,59.0,46.2,9.57,5.97,4.32,3.39,5.15,1.02,3.78,0.91,2.1,2.34,2.04,1.83,2.36,-0.88,-0.75,-1.5,87.67244145816653,3.41,170.0,15.0,294.75,321.75,292.5,277.40000000000003,266.0,250.25,251.19999999999996,313.25,327.75,290.0,274.2,266.75,246.5,262.6,279.12142857142857,283.7785714285714
2017,nebraska,,,,,,59.9,21.66,1.6857142857142855,49.7,57.0,70.7,76.8,69.0,65.0,50.9,39.9,2.56,4.71,1.53,2.64,4.31,2.72,2.96,0.23,1.59,2.18,0.89,0.57,1.64,1.78,2.72,2.02,24.784127695405985,3.35,181.0,19.5,267.5,292.0,273.5,225.99999999999997,238.75,247.0,278.40000000000003,279.75,298.75,257.75,213.0,246.25,254.0,294.0,260.45,260.2142857142857
2018,illinois,0.535,9.908,0.139,0.0,433.0,62.5,32.45,1.81,44.8,70.7,74.9,75.0,74.7,70.3,54.2,35.6,2.42,3.8,6.29,3.44,4.91,4.9,3.68,3.01,1.46,0.77,1.38,1.24,1.76,2.15,2.48,2.89,219.71861507367447,3.62,210.0,20.0,304.25,285.25,286.5,279.40000000000003,254.75,282.6,292.25,317.25,287.0,293.25,286.00000000000006,260.25,290.40000000000003,301.25,283.57142857142856,291.2
2018,indiana,0.417,8.047,0.034,0.0,343.0,62.2,34.8,2.898571428571429,45.1,69.7,73.4,74.1,74.0,69.9,54.9,36.8,3.59,3.42,6.55,3.37,5.33,5.4,2.82,4.32,2.9,1.91,2.55,2.14,2.79,3.42,3.38,4.1,183.92541917733743,3.78,189.0,21.0,325.75,282.25,290.0,274.4,275.0,296.4,301.75,328.75,278.0,296.75,271.8,284.25,302.79999999999995,307.0,292.2214285714286,298.05
2018,iowa,0.58,9.471,0.122,0.0,319.0,58.6,38.14,2.994285714285714,39.3,67.0,73.1,73.1,71.8,65.9,48.2,30.0,1.54,4.7,7.55,3.39,6.42,8.1,4.63,1.81,0.95,0.8,1.73,1.53,2.48,4.14,5.14,5.14,55.97552352548238,3.59,196.0,20.5,289.25,293.25,288.0,291.79999999999995,266.25,307.0,336.75,301.25,303.75,293.25,296.0,264.25,315.59999999999997,343.75,296.04285714285714,299.12142857142857
2018,minnesota,0.0,7.76,0.063,0.0,321.0,52.6,25.99,2.5985714285714283,32.7,61.1,67.0,69.7,67.4,59.0,40.7,22.8,1.13,2.79,5.72,4.3,3.11,4.32,3.57,1.05,2.55,1.66,2.13,2.43,2.02,2.6,3.69,3.66,64.51611493212867,3.47,182.0,22.0,318.0,304.5,312.5,321.8,284.0,292.20000000000005,321.5,337.75,301.75,317.0,319.0,274.0,296.8,332.0,307.7857142857143,309.29285714285714
2018,missouri,0.252,10.361,0.0399999999999999,0.0,337.0,64.8,28.99,-0.4571428571428572,48.2,72.5,77.4,78.2,76.4,71.3,56.4,37.6,2.03,4.18,3.7,2.49,5.66,3.52,4.68,2.73,-0.87,-1.39,-1.7,-2.07,0.55,0.2,0.6,0.61,87.88194698982124,3.68,140.0,13.0,284.0,265.25,236.0,199.40000000000003,176.5,223.19999999999996,271.0,290.5,267.5,225.5,198.4,188.75,254.4,298.25,236.47857142857143,244.4714285714286
2018,nebraska,0.351,11.235,1.406,0.0,270.0,58.5,24.72,3.041428571428572,41.2,63.8,72.2,73.4,70.8,65.7,47.2,33.5,1.55,4.66,5.26,4.66,2.44,2.74,2.54,0.87,1.24,1.45,1.98,3.09,3.23,3.37,4.12,4.05,24.89420191728764,3.58,192.0,21.0,270.0,268.75,270.75,279.79999999999995,276.25,287.4,298.0,280.0,281.0,280.25,288.59999999999997,281.5,288.2,308.25,278.70714285714286,285.2214285714286
2019,illinois,,,,,,62.2,37.4,4.618571428571428,52.5,62.5,70.9,77.4,72.8,71.6,53.7,36.2,4.58,8.16,5.16,3.05,4.05,5.0,5.0,2.4,3.97,5.03,5.01,4.25,4.15,4.23,4.83,4.83,218.72285501406836,3.55,181.0,20.0,346.0,366.25,349.2,300.75,253.75,268.8,283.25,353.5,369.25,346.8,289.75,238.25,268.6,291.75,309.7142857142857,310.2
2019,indiana,,,,,,62.0,34.13,4.131428571428571,52.2,62.6,69.9,76.3,72.3,70.8,55.5,36.5,5.62,6.02,6.12,3.61,3.51,2.26,4.29,2.7,4.76,4.89,5.31,4.63,4.27,3.27,3.41,3.14,184.81859331046095,3.84,169.0,20.0,347.5,358.0,344.8,293.5,246.0,245.99999999999997,238.25,352.5,360.75,343.4,281.75,236.5,245.2,242.75,296.29285714285714,300.3
2019,iowa,,,,,,58.4,34.54,5.094285714285713,49.2,56.6,69.3,75.1,69.6,68.2,47.1,32.4,3.03,8.21,3.91,3.38,3.53,6.21,4.78,1.49,4.83,6.32,5.41,4.7,4.13,4.47,5.41,5.22,56.14782698784724,3.5,198.0,22.0,342.25,339.0,335.4,301.5,273.75,283.79999999999995,320.5,337.0,339.5,328.4,291.5,266.5,289.6,325.0,313.74285714285713,309.57142857142856
2019,minnesota,,,,,,52.6,29.8,5.005714285714285,41.4,50.5,64.4,70.4,65.2,60.2,42.4,26.0,2.71,4.1,3.55,4.62,3.31,6.12,4.22,1.17,4.35,4.79,4.06,4.29,3.91,5.22,6.51,6.26,64.87604707978286,3.26,174.0,19.0,351.25,344.5,331.20000000000005,324.25,301.25,321.0,345.25,356.25,341.5,327.4,325.5,295.25,320.59999999999997,349.75,331.24285714285713,328.7857142857143
2019,missouri,,,,,,64.5,41.31,4.185714285714286,56.7,64.5,72.4,77.6,75.3,74.8,54.3,40.2,3.5,10.31,5.71,4.48,6.16,3.28,5.0,2.87,2.1,3.81,3.84,3.9,4.66,4.07,4.52,4.5,88.08980275866165,3.67,155.0,16.0,319.0,341.0,335.8,306.5,295.25,295.8,302.75,329.75,353.75,335.4,294.0,291.5,291.2,303.5,313.7285714285714,314.3
2019,nebraska,,,,,,58.0,26.43,7.5457142857142845,49.2,53.5,68.0,74.5,71.4,68.3,44.2,35.2,1.75,6.59,3.74,4.17,5.14,2.49,1.59,0.96,5.39,7.05,6.59,7.14,8.51,8.1,7.91,7.52,24.985465005408688,3.52,182.0,23.0,319.75,315.75,315.8,302.0,295.75,298.2,300.0,322.75,319.25,317.2,295.75,291.5,296.40000000000003,297.0,306.75,304.87142857142857
2020,illinois,,,,,,62.3,29.91,3.258571428571429,49.6,60.6,73.6,77.3,72.8,65.6,52.0,47.1,4.32,5.28,3.61,5.61,1.91,3.26,2.97,2.95,4.32,4.39,3.69,4.03,3.09,2.76,2.62,2.23,220.85258113170408,4.46,191.0,20.0,312.75,325.59999999999997,291.0,283.75,281.59999999999997,257.5,248.25,315.0,332.20000000000005,280.0,281.5,274.6,254.0,252.25,285.7785714285714,285.2428571428572
2020,indiana,,,,,,61.8,28.52,0.24,48.9,59.7,72.1,76.5,72.0,65.2,53.1,46.7,3.05,5.07,3.52,4.58,3.31,1.53,4.44,3.02,2.89,3.02,-0.27,-0.05,-0.07,-0.73,-0.07,-0.15,186.4135608485003,4.65,187.0,21.0,320.0,321.79999999999995,274.5,255.25,267.2,225.75,208.25,324.25,328.0,265.75,255.25,270.59999999999997,223.0,215.0,267.5357142857143,275.0928571428571
2020,iowa,,,,,,59.3,23.39,-0.7371428571428572,46.7,57.6,72.9,75.3,71.9,61.9,46.0,42.0,1.65,4.57,4.95,2.93,1.23,4.07,1.9,2.09,-0.44,0.43,-0.03,-0.36,-1.46,-1.28,-1.19,-1.27,56.70418804392388,4.64,177.0,20.5,316.5,303.2,302.25,275.0,220.2,216.75,224.25,314.25,300.0,300.5,266.5,211.2,233.75,237.5,265.45,264.31428571428575
2020,minnesota,,,,,,53.7,21.31,-0.1957142857142857,39.4,53.5,67.7,71.3,68.2,56.5,38.9,33.9,1.27,2.08,4.05,4.88,4.58,1.46,1.86,1.13,-0.35,-0.81,-0.99,0.62,1.11,-0.62,-0.3,-0.38,65.68727761614515,4.52,191.0,23.0,339.0,309.4,303.0,304.0,295.0,291.5,284.0,332.25,300.4,297.75,304.75,293.59999999999997,293.0,286.0,303.7,300.7357142857142
2020,missouri,,,,,,64.3,32.38,3.5542857142857143,53.1,62.0,75.1,79.2,74.2,67.3,53.6,49.6,3.98,6.26,3.64,5.77,2.91,3.1,3.68,3.04,4.35,4.57,3.75,4.11,3.62,3.09,3.04,2.7,88.28994050668376,4.59,170.0,17.0,323.75,317.20000000000005,308.0,282.0,281.40000000000003,273.75,257.25,327.25,324.59999999999997,299.75,271.75,282.2,273.5,252.5,291.9071428571429,291.6928571428571
2020,nebraska,,,,,,59.7,14.87,1.392857142857143,46.1,56.8,73.5,75.3,74.0,62.7,46.4,42.6,0.75,4.06,2.53,4.11,0.92,1.04,0.65,0.81,5.59,5.7,4.49,4.86,-0.83,-1.36,-1.46,-1.65,25.382399320678893,4.47,180.0,19.0,296.0,287.4,273.0,251.75,237.4,219.75,207.75,295.5,284.00000000000006,258.5,241.0,232.19999999999996,223.75,198.75,253.29285714285717,248.59285714285716
2021,illinois,0.426,10.438,0.102,0.0,380.0,63.6,30.39,1.7485714285714289,52.5,61.1,74.1,74.6,75.5,69.6,60.2,40.9,3.04,4.31,5.17,4.97,3.73,2.29,6.02,0.86,1.23,1.25,1.46,1.96,2.01,1.4,2.35,1.81,219.12559323336248,5.96,202.0,20.0,299.33333333333337,294.79999999999995,277.25,285.5,276.20000000000005,260.0,279.4,303.3333333333333,306.2,282.0,298.75,279.0,259.25,302.40000000000003,281.7833333333333,289.2547619047619
2021,indiana,0.254,10.189,0.051,0.0,371.0,62.7,32.97,1.375714285714286,51.9,59.6,72.7,73.7,75.0,68.4,60.2,40.0,2.94,3.72,5.93,5.44,3.42,4.06,6.03,1.43,-0.71,-0.7,0.69,1.4,1.35,1.65,2.79,2.45,187.09176802019792,6.07,195.0,22.0,281.0,287.79999999999995,287.25,306.5,263.8,252.25,298.79999999999995,292.6666666666667,303.0,295.25,314.5,262.79999999999995,256.0,313.0,282.48571428571427,290.92380952380955
2021,iowa,0.409,6.021,0.065,,317.0,61.2,25.16,-0.9228571428571428,49.3,59.0,73.5,73.4,72.9,66.6,55.5,39.2,1.51,3.85,3.35,4.01,4.65,1.81,5.0,0.98,-1.22,-1.06,-1.67,-1.43,-1.08,-1.78,0.9,-0.34,56.829292868083186,6.1,204.0,21.0,250.0,244.00000000000003,221.0,227.0,212.6,232.0,239.0,272.0,266.0,231.5,248.25,228.00000000000003,253.25,261.8,232.22857142857143,251.67857142857144
2021,minnesota,0.426,7.148,0.0,,320.0,56.6,19.32,-3.051428571428571,42.3,55.1,69.9,71.1,69.4,61.6,51.5,32.2,2.49,1.76,1.81,1.8,4.08,2.91,3.26,1.21,-0.12,-0.91,-2.49,-3.79,-3.64,-3.76,-3.32,-3.45,65.77228284356404,5.91,177.0,19.0,273.0,259.0,227.5,195.75,181.6,223.25,249.2,284.0,257.40000000000003,214.75,191.25,188.2,252.75,277.59999999999997,229.9,237.6214285714286
2021,missouri,0.0,6.3149999999999995,0.0,,353.0,65.4,32.11,2.27,54.2,62.3,74.9,76.7,77.4,71.5,60.5,45.5,4.36,4.99,5.57,4.86,2.99,2.33,5.97,1.04,2.45,2.42,2.44,2.81,2.5,1.72,2.34,1.66,88.51899931412903,6.15,159.0,15.0,313.6666666666667,314.0,300.0,309.5,290.4,271.0,274.0,318.33333333333337,325.20000000000005,295.0,310.75,281.40000000000003,258.25,282.0,296.0809523809524,296.7761904761905
2021,nebraska,0.0,6.962,0.093,0.0,270.0,61.3,16.88,-0.9257142857142856,46.9,57.9,72.8,75.0,74.3,67.6,53.2,42.6,1.39,3.56,2.22,2.54,2.84,2.06,1.96,0.31,-0.25,-0.05,-0.94,-1.1,-1.02,-1.2,-0.78,-1.39,25.39506936266198,5.96,194.0,19.5,260.3333333333333,263.99999999999994,258.0,247.5,225.8,231.5,237.59999999999997,278.3333333333333,275.8,264.75,256.25,235.8,252.5,254.6,246.39047619047616,257.7047619047619
2022,illinois,,,,,,62.6,26.31,-0.1528571428571428,49.6,65.3,73.5,75.8,73.6,67.0,53.3,43.0,3.55,4.08,2.76,5.28,4.06,2.54,2.22,1.82,1.99,-0.15,-0.71,0.58,0.82,-0.28,-0.43,-0.9,217.26374915714888,6.4,214.0,23.0,331.0,321.0,284.0,263.6,272.5,259.75,230.4,346.6666666666667,327.6,278.5,264.0,276.25,274.75,230.8,280.32142857142856,288.03809523809525
