year,state,fungicide (lb/acre),herbicide (lb/acre),insecticide (lb/acre),other chemicals (lb/acre),fertilizer (lb/acre),april-avg-temp,may-avg-temp,june-avg-temp,july-avg-temp,august-avg-temp,september-avg-temp,october-avg-temp,november-avg-temp,april-precipitation,may-precipitation,june-precipitation,july-precipitation,august-precipitation,september-precipitation,october-precipitation,november-precipitation,april-pdsi,may-pdsi,june-pdsi,july-pdsi,august-pdsi,september-pdsi,october-pdsi,november-pdsi,population-density,price-received,grain-yield,silage-yield,subsoil-score-april,subsoil-score-may,subsoil-score-june,subsoil-score-july,subsoil-score-august,subsoil-score-september,subsoil-score-october,topsoil-score-april,topsoil-score-may,topsoil-score-june,topsoil-score-july,topsoil-score-august,topsoil-score-september,topsoil-score-october
2001,minnesota,,17.366,1.965,,223.0,43.4,56.6,65.1,70.4,69.3,57.4,44.5,40.7,5.3,4.06,3.89,3.37,3.01,2.3,2.04,2.07,3.81,3.85,-0.11,-0.13,-0.58,-0.87,-0.8,-0.79,57.31579257942324,1.9,130.0,14.0,354.0,,,,,,,367.0,346.75,347.5,260.8,237.5,261.4,285.25
2001,missouri,,13.29,1.17,,284.0,60.5,65.9,71.7,78.9,77.2,66.3,55.8,51.1,2.97,5.5,5.91,4.87,2.98,3.48,4.36,2.55,-1.03,0.21,0.7,1.18,1.0,0.91,1.3,1.06,80.92648958160436,1.96,133.0,16.0,279.0,,,,,,,285.25,286.0,315.25,264.0,241.75,262.2,285.5
2001,nebraska,,9.7,2.297,,188.0,50.6,59.8,68.5,77.1,73.9,63.6,51.0,43.9,3.83,4.34,2.09,3.85,2.16,2.76,1.09,1.59,1.31,1.68,-0.63,0.58,0.35,0.69,0.51,0.68,22.235096249008215,1.94,147.0,17.0,253.0,282.0,281.5,249.40000000000003,231.0,237.2,247.75,297.0,297.0,284.5,241.8,234.5,256.6,266.25
2002,illinois,,10.909,2.686,,367.0,53.5,59.1,73.9,78.2,75.0,69.3,52.1,39.6,5.11,7.34,4.02,2.6,4.19,2.11,3.07,1.04,2.09,3.22,-0.1,-0.61,-0.42,-1.05,-0.87,-1.61,216.28023148296035,2.35,135.0,15.0,,,,,,,,327.0,359.75,303.0,209.25,223.5,228.8,255.5
2002,indiana,,8.889,1.246,,343.0,53.5,58.4,72.9,77.0,74.8,69.2,52.4,39.9,5.59,7.09,3.28,2.64,2.82,3.75,2.87,2.35,3.41,4.28,-0.41,-1.07,-1.54,-1.45,-1.44,-1.88,169.0291889932742,2.41,121.0,16.0,335.25,361.5,322.40000000000003,233.25,194.25,183.4,220.75,358.25,371.75,313.4,210.5,187.0,195.8,261.0
2002,iowa,,11.3,1.1700000000000002,,251.0,48.9,56.8,72.4,76.5,70.9,65.3,46.2,34.7,3.62,4.1,3.51,4.24,5.81,1.71,3.58,0.22,0.35,0.59,-0.59,0.06,0.81,0.07,0.78,-0.49,52.14301542787716,2.22,163.0,19.0,242.75,279.75,279.6,217.5,236.75,236.6,249.5,264.0,300.75,281.40000000000003,220.5,259.75,245.4,280.25
2002,minnesota,,8.84,,,236.0,40.4,49.8,67.0,72.2,66.5,60.5,37.7,27.8,2.24,2.28,6.14,4.94,5.28,2.35,2.63,0.26,0.18,0.04,1.01,1.7,2.75,2.38,3.15,-0.19,57.731489996702166,2.15,157.0,17.0,291.0,,,,,,,310.5,312.25,294.0,280.75,297.0,299.2,319.25
2002,missouri,,,,,,57.3,61.4,74.7,79.0,76.9,70.8,53.1,42.0,4.6,9.6,2.95,3.11,3.74,1.94,3.54,0.84,1.29,3.0,-0.55,-0.77,-0.8,-1.52,-1.28,-1.98,81.40969793703616,2.45,105.0,13.0,,,,,,,,305.25,353.75,286.0,215.75,195.5,193.2,215.5
2002,nebraska,,10.11,2.715,,201.0,49.9,56.0,73.9,78.3,73.0,64.3,44.4,37.1,1.5,2.43,1.47,1.12,3.52,1.42,2.63,0.16,-1.7,-2.09,-3.53,-4.87,-4.31,-4.53,-2.99,-3.2,22.344420611262297,2.32,128.0,10.5,213.75,221.25,191.8,146.25,132.25,145.0,159.5,214.25,242.25,195.2,149.0,146.25,190.0,226.25
2003,illinois,,12.607,1.226,,351.0,53.5,61.1,67.9,74.7,75.3,64.1,54.5,44.8,3.18,5.5,3.79,4.99,2.55,4.25,1.98,4.51,-2.6,0.58,0.62,1.21,0.81,1.24,0.94,1.49,216.80601517261505,2.42,164.0,15.0,,,,,,,,274.25,329.0,299.59999999999997,290.25,247.00000000000003,265.75,262.0
2003,indiana,,8.52,2.926,,371.0,53.2,60.5,67.1,73.0,73.8,63.4,52.9,46.0,3.0,6.56,3.26,8.18,3.54,6.2,2.4,4.26,-2.29,0.93,0.72,2.59,2.54,3.88,3.82,4.26,170.1459243730359,2.53,146.0,19.0,278.5,323.25,318.40000000000003,314.25,289.4,294.0,288.75,304.25,353.5,323.8,325.0,290.6,306.0,301.25
2003,iowa,,9.71,1.115,,280.0,50.4,57.9,67.3,73.0,74.1,61.1,52.4,35.9,3.25,4.61,4.48,4.11,1.03,3.11,1.0,3.46,0.1,0.52,0.55,0.78,-1.13,-1.25,-1.86,0.43,52.28100391645628,2.37,157.0,20.0,238.5,303.5,294.00000000000006,287.75,209.8,162.25,159.25,264.75,332.25,296.6,291.25,188.4,186.5,184.25
2003,minnesota,,9.05,1.17,,237.0,43.4,54.3,63.6,68.8,70.2,57.9,47.0,26.6,2.05,3.57,4.73,3.19,1.41,2.9,1.14,0.96,-0.48,0.31,0.72,-0.01,-1.35,-1.35,-1.91,-2.33,58.1299103028061,2.35,146.0,14.0,264.0,,,,,,,294.5,308.0,302.0,305.5,205.6,203.0,212.25
2003,missouri,,12.07,0.79,,313.0,56.7,63.5,69.2,78.1,78.8,64.8,57.2,46.3,4.04,4.9,4.72,2.47,3.74,5.19,2.24,4.08,0.02,0.14,0.37,-0.3,-0.32,0.53,0.22,0.59,81.90574575089241,2.46,108.0,10.5,219.0,269.0,271.0,250.0,207.5,,246.0,271.0,316.75,295.4,233.5,192.00000000000003,278.0,280.0
2003,nebraska,,9.747,1.519,,188.0,50.5,57.4,66.1,76.4,75.5,61.1,54.6,34.7,3.23,3.24,4.25,1.43,1.35,2.21,0.75,0.93,-2.76,-2.64,-2.02,-2.69,-3.52,-3.14,-3.42,-3.05,22.47824469755511,2.39,146.0,13.0,176.5,242.25,251.6,228.0,169.2,168.0,165.5,254.25,303.25,287.59999999999997,238.25,169.2,197.75,199.0
2004,illinois,,,,,,54.1,65.7,70.0,72.8,68.6,67.7,55.4,45.6,1.8,6.83,3.17,4.13,5.08,0.68,4.84,4.76,-0.97,0.79,0.47,0.74,1.66,0.58,1.3,2.08,217.38907388685377,2.14,180.0,20.0,,,,,,,,282.0,313.6,315.25,292.5,279.6,275.25,276.59999999999997
2004,indiana,,,,,,53.3,65.9,69.5,72.0,68.6,67.1,54.8,45.9,1.83,7.17,4.43,5.19,4.85,0.72,4.14,4.73,1.29,1.99,2.02,2.56,3.34,2.19,2.62,3.25,171.14453638224524,1.99,168.0,20.5,295.75,296.20000000000005,321.5,292.5,285.6,281.0,248.40000000000003,303.5,317.0,333.0,289.5,288.4,273.5,255.59999999999997
2004,iowa,,,,,,51.1,60.7,66.9,70.5,66.2,66.4,51.9,40.6,1.85,7.74,3.55,4.33,4.56,2.66,2.05,2.21,-0.57,1.57,1.13,1.47,1.93,1.51,1.32,1.38,52.48778228775141,1.99,181.0,19.5,263.5,288.40000000000003,317.25,308.25,288.8,275.75,262.79999999999995,279.5,304.4,325.0,308.5,286.20000000000005,277.0,262.6
2004,minnesota,,,,,,43.7,51.2,60.7,66.7,60.9,62.1,46.8,34.0,1.37,5.63,2.76,4.19,2.88,5.52,2.88,0.63,-3.12,1.73,1.13,1.58,1.47,2.62,3.17,2.81,58.52262525129167,1.94,159.0,16.0,207.5,,,,,,,235.75,270.6,320.5,295.5,284.59999999999997,306.25,317.40000000000003
2004,missouri,,,,,,56.2,67.0,70.8,74.3,70.7,68.5,58.4,47.8,3.43,5.65,3.47,5.65,5.21,1.14,4.76,5.71,0.81,0.92,0.61,1.5,2.35,1.55,1.98,2.96,82.45573363589504,2.03,162.0,14.5,289.0,285.0,,295.0,291.0,272.0,268.0,289.5,307.8,306.75,307.5,289.2,265.0,284.0
2004,nebraska,,,,,,50.5,60.4,65.2,71.7,68.5,66.2,52.3,38.7,1.76,3.29,2.84,4.11,1.46,3.49,1.2,1.48,-2.94,-3.08,-3.16,-2.39,-2.78,0.56,0.35,0.61,22.61692994281286,2.02,166.0,16.5,187.75,190.6,193.0,216.0,197.6,182.5,206.0,228.0,239.6,236.75,262.25,223.99999999999997,221.75,254.0
2005,illinois,,11.648,1.64,,367.0,55.4,60.9,75.0,76.3,75.6,70.7,55.7,44.5,2.57,1.74,1.87,3.23,3.68,3.63,1.26,3.51,-1.16,-1.82,-2.72,-2.94,-2.9,-2.87,-3.43,-3.47,217.7366609368619,2.08,143.0,15.0,,,,,,,,288.6666666666667,257.2,190.5,146.4,177.25,194.0,226.6
2005,indiana,,8.249,1.562,,358.0,54.0,59.2,73.4,75.0,74.9,69.2,55.2,44.6,3.04,2.57,3.21,4.43,4.76,4.1,1.24,3.91,-0.9,-1.27,-1.63,-1.35,-0.78,-0.45,-1.08,-1.02,172.396858280786,2.0,154.0,20.0,302.3333333333333,300.40000000000003,269.0,228.4,221.5,238.25,255.00000000000003,308.66666666666663,304.2,262.75,230.2,236.75,263.0,280.79999999999995
2005,iowa,,8.06,0.228,,296.0,53.4,57.8,72.6,74.7,71.5,67.6,52.6,39.6,3.45,3.85,5.25,3.27,3.02,3.29,0.91,1.75,-0.34,-0.19,-0.07,-0.21,-0.51,-0.77,-1.43,-1.66,52.68004210203827,1.94,173.0,18.5,294.66666666666663,305.2,294.75,254.19999999999996,241.25,221.75,221.2,298.0,306.4,293.0,243.0,251.5,231.25,233.8
2005,minnesota,,11.941,1.112,,283.0,47.7,52.4,67.4,70.6,66.4,61.6,47.8,32.2,1.91,4.06,5.61,2.59,3.42,4.46,2.96,2.57,1.89,2.42,2.84,2.11,1.84,2.31,2.67,3.57,58.88939002480335,1.86,174.0,16.0,308.0,,,,,,,337.3333333333333,316.4,334.0,288.0,271.75,298.75,318.20000000000005
2005,missouri,,10.913,0.011,,313.0,56.8,63.2,75.2,78.0,77.8,72.0,56.9,47.3,3.35,2.16,3.9,2.92,5.54,3.94,1.71,3.13,-0.83,-1.55,-1.71,-1.88,-1.2,-1.24,-1.73,-1.86,83.06627498906494,2.03,111.0,13.0,,295.0,233.0,198.5,,228.0,237.5,295.66666666666663,271.2,240.5,178.99999999999997,213.75,241.25,250.40000000000003
2005,nebraska,,9.962,0.38,,209.0,49.7,57.8,70.0,75.9,72.6,67.5,51.9,41.1,3.19,3.31,5.39,1.91,3.04,1.05,1.5,1.01,0.35,0.29,1.03,-0.35,-0.01,-0.79,-0.63,-0.68,22.773715248046457,1.92,154.0,15.5,240.66666666666669,254.99999999999997,280.0,242.59999999999997,226.75,219.5,219.6,287.3333333333333,288.8,299.5,238.6,240.5,233.75,240.8
2006,illinois,,,,,,57.0,62.3,71.4,77.1,74.7,63.7,51.3,44.4,3.79,3.58,2.98,4.09,4.05,3.42,3.8,3.32,-0.21,-0.37,-0.71,0.08,0.26,0.38,0.89,1.12,218.3246407792304,3.07,163.0,18.0,,,,,,,,291.75,308.0,274.0,239.6,257.25,280.0,279.59999999999997
2006,indiana,,,,,,55.7,60.1,69.8,75.4,73.6,62.5,51.1,44.1,4.27,5.25,4.2,4.85,4.76,4.56,5.01,3.25,0.57,0.98,1.01,1.34,1.9,2.61,3.76,3.88,173.88103367559455,3.17,157.0,21.0,311.25,326.5,320.5,297.0,284.25,296.5,315.4,331.5,343.0,322.0,299.4,285.25,311.0,328.4
2006,iowa,,,,,,53.8,60.6,70.0,75.9,72.1,60.0,47.9,39.3,4.3,2.44,2.49,3.22,5.75,4.22,1.64,1.77,-0.78,-1.33,-2.08,-2.39,0.5,0.75,0.57,0.42,53.00328879968852,3.03,166.0,18.5,273.75,287.75,253.5,212.6,234.5,271.5,269.40000000000003,299.25,298.75,242.5,209.8,267.5,298.5,283.99999999999994
2006,minnesota,,,,,,48.8,56.8,65.7,73.1,67.7,56.3,42.2,32.0,2.64,2.64,2.65,2.0,3.62,3.16,1.19,0.86,-0.15,-0.54,-1.36,-2.49,-2.54,-2.28,-2.5,-2.95,59.39501584099444,2.89,161.0,15.0,327.0,,,,,,,329.25,324.5,273.5,202.8,220.25,259.5,281.99999999999994
2006,missouri,,,,,,60.9,64.6,73.5,78.9,78.4,64.9,53.8,46.5,3.74,3.62,3.12,3.56,4.46,2.84,3.71,3.5,-2.61,-2.72,-2.88,-2.67,-2.25,-2.26,0.2,0.3,83.818050384904,3.06,138.0,13.0,240.0,,239.0,187.0,172.0,198.0,195.0,249.0,281.75,256.5,206.2,199.25,233.75,217.2
2006,nebraska,,,,,,53.3,61.2,71.8,77.4,72.8,58.8,48.0,37.6,2.2,1.16,3.16,1.86,3.82,3.48,1.03,0.24,-1.62,-2.97,-3.43,-4.28,0.32,1.12,1.06,0.43,22.918464013396115,3.0,152.0,15.0,242.75,233.25,200.5,176.2,174.75,204.75,215.6,279.0,234.0,210.75,187.6,205.0,252.75,257.6
2007,illinois,,,,,,50.2,67.6,72.7,73.3,78.2,69.8,59.9,42.2,3.51,2.24,4.13,3.31,4.36,1.59,3.5,1.72,-0.22,-1.14,-1.15,-1.18,-1.0,-1.81,-1.72,-2.29,219.22099405061508,4.09,175.0,18.0,,,,,,,,326.5,282.25,239.0,270.2,229.5,216.8,212.75
2007,indiana,,,,,,49.4,66.2,72.1,71.9,76.8,69.0,60.2,41.9,4.15,1.75,3.28,3.17,4.55,2.53,3.81,2.77,-0.02,-1.14,-1.55,-1.76,-1.49,-1.88,-1.78,-2.08,175.16962730182,4.39,154.0,18.5,333.25,299.5,228.0,206.6,196.0,199.2,197.75,346.25,288.5,203.75,219.4,204.0,209.2,223.25
2007,iowa,,,,,,46.7,64.7,70.4,73.7,74.2,64.7,55.9,37.2,4.56,5.35,3.38,3.38,9.69,2.87,5.1,0.18,2.25,2.37,1.59,1.27,3.3,3.01,4.01,3.24,53.29771163018161,4.29,171.0,19.5,324.25,329.0,313.0,259.2,282.75,305.8,326.75,332.5,323.75,300.5,235.40000000000003,292.5,307.4,335.5
2007,minnesota,,,,,,41.2,58.7,67.2,70.6,66.5,59.2,49.4,30.4,2.39,3.04,3.58,2.17,4.1,4.05,4.68,0.28,-1.77,-1.9,-2.17,-2.84,0.14,0.54,1.81,1.32,59.897087311411184,4.13,146.0,13.5,281.0,,,,,,,314.0,274.75,289.5,209.8,200.25,263.6,326.75
2007,missouri,,,,,,52.3,68.3,73.4,75.9,81.3,70.5,60.0,45.2,3.77,5.15,5.11,2.31,3.24,3.0,3.95,1.16,-0.43,-0.42,-0.19,-0.45,-0.77,-1.13,-1.0,-1.68,84.46228993677678,4.17,140.0,15.0,,310.0,292.0,286.0,209.0,203.0,216.0,303.25,313.5,282.5,258.99999999999994,186.0,215.2,240.5
2007,nebraska,,,,,,46.4,62.1,69.2,76.1,75.6,64.7,53.6,39.5,3.77,5.19,2.82,2.46,4.27,1.82,3.08,0.05,2.17,2.82,2.28,2.13,2.92,2.49,3.34,2.47,23.057407830939233,4.14,160.0,17.0,256.0,278.25,278.0,249.00000000000003,247.0,248.6,254.0,294.5,294.5,287.5,244.8,265.75,266.2,277.25
2008,illinois,,,,,,51.4,59.0,73.2,74.5,71.8,67.1,54.2,41.1,4.34,5.36,5.49,5.91,1.93,7.62,2.42,1.49,2.29,2.68,2.92,3.66,2.95,4.47,4.25,3.83,220.10458692309484,4.01,179.0,17.0,,,,,,,,356.0,337.5,337.2,307.75,274.0,318.5,302.25
2008,indiana,,,,,,52.3,58.1,72.2,73.3,71.2,67.6,53.7,40.5,3.36,5.68,6.58,4.32,2.01,3.86,2.23,2.11,2.61,3.06,3.73,3.67,2.85,2.81,2.36,1.73,176.41091117270804,4.1,160.0,20.0,353.75,338.5,334.20000000000005,306.75,262.2,246.0,238.0,357.25,344.25,332.2,297.5,248.99999999999997,242.25,241.25
2008,iowa,,,,,,46.0,57.4,69.3,73.1,69.9,63.5,50.7,37.3,5.86,5.67,8.88,5.88,1.96,4.16,3.25,1.72,4.31,4.76,6.03,6.45,5.32,5.11,5.18,4.98,53.60908758599402,4.1,171.0,20.5,342.25,340.75,356.4,329.0,295.99999999999994,279.75,289.0,354.0,336.25,352.8,319.25,281.0,280.25,297.5
2008,minnesota,,,,,,39.6,51.5,62.9,68.4,66.8,58.7,46.0,30.8,3.3,2.82,4.88,2.99,2.12,3.36,3.46,1.55,1.66,1.56,1.97,1.67,0.74,0.83,1.54,1.79,60.355068790394014,3.92,162.0,16.0,293.0,,,,,,,324.75,318.75,315.20000000000005,271.0,244.4,257.0,294.75
2008,missouri,,,,,,52.2,62.4,73.5,76.6,73.9,67.2,55.7,43.7,6.6,5.42,6.98,6.34,2.54,8.15,2.52,1.61,3.74,3.71,4.1,4.85,4.33,5.47,5.01,4.43,84.9830985386114,4.11,144.0,14.0,321.0,318.0,323.0,310.0,280.5,,292.0,348.25,339.75,336.20000000000005,305.75,275.40000000000003,314.25,291.75
2008,nebraska,,,,,,44.6,56.3,67.5,75.0,71.4,62.2,50.2,38.9,2.89,5.87,4.16,3.1,2.22,2.71,4.42,0.79,2.09,3.41,3.56,3.85,3.7,3.86,5.67,5.3,23.22467824234455,4.05,163.0,17.0,267.5,279.25,288.79999999999995,272.5,253.2,254.0,265.75,292.5,298.0,302.0,269.5,245.4,267.0,286.0
2009,illinois,,,,,,51.4,62.8,72.7,70.3,70.9,65.9,50.1,47.2,6.16,5.65,5.12,4.59,4.72,2.28,8.49,2.48,4.22,4.34,4.28,4.52,4.95,4.34,6.52,6.07,220.963453285112,3.53,174.0,19.0,,,,,,,,365.75,360.8,338.75,312.75,298.4,286.75,337.0
2009,indiana,,,,,,51.5,62.0,71.6,69.2,70.7,65.5,50.5,46.3,5.74,5.67,4.69,4.43,3.76,2.87,6.69,1.46,2.08,2.4,2.39,2.69,2.84,2.62,4.28,-0.23,177.35872628849066,3.66,171.0,20.0,324.75,341.2,326.75,294.5,285.0,271.0,306.25,351.0,353.2,331.75,294.25,289.0,270.5,331.75
2009,iowa,,,,,,47.0,59.8,68.9,68.0,68.3,63.3,44.9,43.4,3.6,3.64,5.29,4.62,5.75,1.73,6.35,1.19,4.2,3.69,3.63,3.98,4.7,3.88,5.67,4.99,53.89583352955006,3.59,181.0,22.0,322.0,326.0,321.75,314.25,303.0,285.0,309.25,322.0,321.6,321.25,310.75,301.40000000000003,274.25,328.0
2009,minnesota,,,,,,41.8,53.4,62.3,64.1,64.2,62.6,39.9,37.8,1.6,1.74,3.35,2.76,3.88,1.38,5.06,0.75,-0.31,-0.97,-1.18,-1.26,-0.85,-1.84,1.85,1.45,60.74828985931347,3.47,174.0,20.0,306.0,,,,,,,312.3333333333333,279.59999999999997,266.5,255.75,264.4,257.5,313.5
2009,missouri,,,,,,53.4,63.8,74.6,72.8,72.6,66.6,50.9,49.8,5.23,5.86,5.77,4.46,4.77,3.76,9.87,2.27,3.44,3.53,3.51,3.77,4.19,4.08,6.47,5.8,85.51635926325322,3.58,153.0,16.0,307.0,325.5,,301.0,294.0,295.0,298.0,340.5,347.40000000000003,322.5,295.5,293.0,290.0,331.25
2009,nebraska,,,,,,46.1,59.1,66.8,70.2,69.4,61.8,42.3,42.2,2.74,2.18,5.52,3.07,3.67,1.52,3.74,0.28,4.69,3.86,4.64,4.94,5.77,5.24,6.8,5.92,23.43547929799176,3.58,179.0,18.0,274.75,279.40000000000003,292.0,288.25,279.6,280.5,283.5,287.75,286.40000000000003,302.75,286.25,277.40000000000003,278.0,294.5
2010,illinois,0.1709999999999999,8.821,0.221,0.0,383.0,58.7,64.3,74.9,77.6,76.8,67.2,56.5,43.7,3.36,5.4,7.71,5.35,3.18,3.73,1.32,3.15,3.23,3.28,4.24,4.49,4.0,3.82,2.89,2.61,221.71918316179892,5.24,157.0,18.0,,,,,,,,314.3333333333333,333.40000000000003,347.75,302.0,273.0,267.25,236.40000000000003
2010,indiana,0.0,8.579,0.128,,383.0,57.3,64.3,74.1,76.4,75.6,67.2,56.0,42.8,3.16,5.49,7.68,4.15,1.84,1.35,1.17,5.01,-1.33,0.35,1.64,1.57,-0.78,-1.6,-2.4,-2.06,178.21623276509456,5.38,157.0,21.0,309.3333333333333,322.20000000000005,337.0,297.25,252.8,191.5,156.8,312.66666666666663,337.6,344.75,291.25,241.2,179.0,151.2
2010,iowa,0.088,6.548,0.118,,298.0,55.2,59.9,70.8,74.6,74.4,63.1,53.9,38.0,3.7,4.19,10.28,7.89,4.83,5.4,0.91,1.64,3.79,3.54,5.43,6.69,6.52,6.86,5.74,5.3,54.214797519441454,5.23,165.0,21.5,317.6666666666667,319.2,341.0,345.25,336.4,317.75,292.6,311.66666666666663,316.0,344.25,340.5,328.0,315.25,276.2
2010,minnesota,0.0,5.6419999999999995,0.0,,251.0,50.0,56.0,63.8,70.4,70.2,55.0,49.1,30.7,1.35,3.15,5.21,4.95,4.55,6.41,2.25,1.38,-1.36,-1.31,0.61,1.43,1.89,3.97,3.98,4.13,61.09027773703892,5.01,177.0,20.0,296.0,,,,,,,276.0,293.2,318.25,318.25,309.79999999999995,340.75,318.20000000000005
2010,missouri,0.0,6.037,0.0,,254.0,60.5,64.5,77.3,79.1,79.0,68.8,58.3,46.5,3.94,6.77,4.79,6.77,2.53,7.86,0.73,3.08,3.57,3.92,3.43,4.28,3.59,4.52,3.44,3.28,86.01847533511345,5.35,123.0,15.0,,326.0,307.0,273.0,269.0,,267.0,318.3333333333333,339.6,307.0,283.0,256.4,297.0,254.2
2010,nebraska,0.124,8.602,0.0,0.0,221.0,51.7,56.3,69.6,74.5,74.8,63.6,54.0,36.7,2.97,3.02,7.4,4.03,2.85,2.04,0.92,0.67,5.83,5.47,6.92,7.39,7.37,6.81,5.9,5.27,23.654076308042853,5.09,166.0,18.5,303.66666666666663,302.2,311.75,304.25,286.2,274.75,256.6,301.3333333333333,301.20000000000005,316.5,300.5,273.2,260.25,234.4
2011,illinois,,,,,,53.1,62.1,72.9,79.9,74.8,63.6,55.2,45.8,7.62,5.28,6.69,3.61,1.87,3.56,1.8,5.17,3.18,3.3,3.96,-0.13,-0.8,-0.57,-0.96,0.52,222.18950487407523,6.25,157.0,21.0,,,,,,,,336.6666666666667,343.79999999999995,337.0,279.4,217.0,212.5,236.6
2011,indiana,,,,,,53.0,62.1,72.2,78.8,73.1,63.6,53.9,46.9,9.61,6.51,5.22,2.74,2.55,5.31,3.29,6.21,2.92,3.45,3.52,2.53,1.78,2.54,2.61,3.6,178.94921820835236,6.31,146.0,20.0,317.66666666666663,354.2,328.0,281.4,222.75,206.0,258.6,338.66666666666663,363.0,326.0,265.40000000000003,215.75,218.25,288.40000000000003
2011,iowa,,,,,,47.6,59.1,69.6,78.0,72.0,60.2,53.4,39.4,3.81,5.0,6.19,3.4,3.02,1.68,0.74,2.08,4.04,4.15,4.37,-0.23,-0.57,-1.16,-1.93,-2.04,54.498291448392216,6.2,172.0,20.5,315.6666666666667,318.4,324.25,297.8,255.25,243.5,208.75,320.0,319.8,323.5,286.0,241.75,245.5,200.75
2011,minnesota,,,,,,41.6,53.6,63.4,72.7,68.2,57.5,49.9,32.9,2.7,4.14,4.18,4.68,2.73,1.21,0.98,0.34,4.05,4.32,4.04,4.23,-0.4,-1.22,-1.95,-2.76,61.50076441439623,6.09,155.0,18.0,347.0,,,,,,233.0,349.33333333333337,339.79999999999995,328.5,323.0,297.5,250.25,221.0
2011,missouri,,,,,,56.8,62.8,75.8,82.7,77.8,64.8,57.2,47.4,7.6,6.36,4.08,2.48,3.92,2.58,1.21,5.72,3.53,3.83,-0.24,-0.81,-0.89,-1.21,-1.98,-1.35,86.23499594516991,6.4,114.0,10.0,,331.0,306.0,254.5,,221.0,209.5,330.33333333333337,344.4,294.75,238.4,217.25,213.5,185.2
2011,nebraska,,,,,,47.5,56.0,68.2,77.7,73.9,60.6,52.7,38.2,2.8,5.43,3.99,3.71,3.56,0.88,1.92,0.48,3.82,4.79,4.68,5.1,5.52,-0.41,0.44,-0.22,23.80046700740461,6.11,160.0,18.0,271.33333333333337,284.00000000000006,296.25,290.2,278.25,271.75,258.40000000000003,284.3333333333333,298.59999999999997,301.0,284.2,273.25,267.75,255.8
2012,illinois,,,,,,54.6,68.1,72.6,81.8,73.6,64.9,52.5,41.2,3.13,2.47,1.73,1.4,3.5,5.04,3.93,1.21,-1.51,-2.24,-3.06,-4.36,-4.28,-3.37,-2.62,-3.07,222.4527593283437,6.87,105.0,11.0,261.25,272.25,205.75,135.4,125.25,180.0,209.0,275.5,277.0,202.25,132.20000000000002,142.25,236.40000000000003,264.0
2012,indiana,,,,,,52.9,67.7,71.6,80.2,71.9,64.2,52.1,40.0,2.22,2.75,1.29,2.53,4.05,5.17,3.95,0.98,-1.9,-2.53,-3.53,-4.45,-0.04,0.7,1.07,0.2,179.54612289278697,7.23,99.0,13.0,279.5,267.25,197.75,139.0,149.25,193.99999999999997,240.25,275.75,267.25,190.5,137.2,175.5,241.40000000000003,290.25
2012,iowa,,,,,,52.4,65.0,71.4,79.6,71.0,62.1,48.8,39.1,3.9,3.51,2.81,1.17,2.88,1.62,2.98,1.05,-1.3,-1.6,-2.26,-3.56,-3.95,-4.62,-4.09,-4.53,54.67727664568377,6.92,137.0,15.0,252.75,273.0,228.25,164.60000000000002,135.75,140.39999999999998,140.75,282.5,277.75,228.5,155.0,153.25,163.0,180.25
2012,minnesota,,,,,,45.5,58.3,66.8,74.3,66.7,57.3,43.2,31.0,2.76,5.96,4.36,3.28,2.04,0.61,1.88,0.87,-4.0,-2.18,-1.92,-2.0,-2.71,-3.77,-3.57,-3.86,61.85596893708843,6.67,165.0,18.0,216.5,,,,,,160.5,256.75,298.75,307.5,247.4,232.25,194.2,179.75
2012,missouri,,,,,,59.0,69.5,74.8,83.6,76.2,67.0,54.3,45.1,3.74,2.16,1.9,1.7,2.44,4.9,3.17,1.57,-1.0,-2.03,-2.82,-3.9,-4.31,-3.76,-3.44,-3.82,86.44795880585289,7.34,75.0,8.0,288.0,,190.25,127.8,112.75,144.0,167.75,299.0,250.5,171.75,119.4,114.25,203.6,230.5
2012,nebraska,,,,,,53.5,62.3,73.4,80.0,73.0,64.0,48.2,40.0,3.13,2.04,1.65,1.03,1.06,0.49,0.88,0.29,-1.1,-2.01,-3.28,-4.77,-5.7,-6.33,-5.95,-6.06,23.965655911912695,6.85,142.0,10.0,246.5,249.5,219.75,166.2,137.0,126.8,124.0,262.25,257.25,221.5,161.0,136.25,130.4,134.5
2013,illinois,,,,,,50.2,63.9,71.5,73.1,72.8,68.6,54.5,38.8,6.93,6.57,5.33,3.16,1.44,1.69,3.33,2.49,2.26,2.86,3.1,-0.02,-0.74,-1.44,-1.2,-1.31,222.67289779334888,4.52,178.0,19.0,298.5,326.25,324.6,295.25,257.0,211.25,208.0,337.5,342.5,334.0,289.5,244.25,198.0,217.5
2013,indiana,,,,,,50.8,64.4,70.8,72.3,71.5,66.9,54.3,39.2,6.38,3.71,6.24,3.21,1.84,2.99,4.12,3.04,1.44,0.98,1.79,-0.11,-0.7,-0.78,0.45,0.52,180.413404339153,4.47,177.0,23.0,313.25,318.25,314.2,304.5,271.5,227.99999999999997,264.5,340.0,332.5,323.79999999999995,305.0,267.25,224.8,284.0
